GeoType,Geography,Label,Lower CL,Percent,Program,RSE,SubPop Group,Subpop,TimePeriod,Upper CL,Years
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.5,4,Tobacco,19.1,Living with a disability,Disability Status,1-year,5.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.6,4.8,Tobacco,12.4,Not living with a disability,Disability Status,1-year,6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,4.6,Tobacco,11.7,"Excellent, very good or good health",General Health Status,1-year,5.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.6,4.6,Tobacco,22,Fair or poor health,General Health Status,1-year,6.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.7,6.7,Tobacco,23.2,Does not have a personal doctor,Has A Personal Doctor,1-year,9.8,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.3,4.2,Tobacco,11.5,Has personal doctor,Has A Personal Doctor,1-year,5.2,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.9,3.8,Tobacco,11.5,Has health insurance,Health Care Coverage Status,1-year,4.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.3,9.4,Tobacco,22.3,No health insurance,Health Care Coverage Status,1-year,13.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3,4.5,Tobacco,17.5,College graduate,Level Of Education (Age 25+),1-year,6.1,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.8,3.2,Tobacco,22.2,High graduate or less,Level Of Education (Age 25+),1-year,4.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.6,4.1,Tobacco,18.3,Some college or technical school,Level Of Education (Age 25+),1-year,5.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.3,3.2,Tobacco,14,Owns home,Living Arrangement,1-year,4.1,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.6,8.4,Tobacco,17,Rents home,Living Arrangement,1-year,11.2,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.7,3.5,Tobacco,12.4,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,4.4,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),6.6,12.3,Tobacco,23.7,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,17.9,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.7,3.6,Tobacco,27.1,14+ days of poor mental health in the past month,Mental Health Status,1-year,5.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.7,4.7,Tobacco,11,<14 days of poor mental health in the past month,Mental Health Status,1-year,5.7,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.7,4.6,Tobacco,10.3,OVERALL,Overall,1-year,5.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,30.4,14+ days of poor physical health in the past month,Physical Health Status,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,4.5,Tobacco,11.2,<14 days of poor physical health in the past month,Physical Health Status,1-year,5.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,96.8,American Indian or Alaskan Native,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,47.4,Asian,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,52.1,Black or African American,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,30.4,Hispanic,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,47.9,Multiracial,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,96.1,Native Hawaiian or other Pacific Islander,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,68.6,Other race,Race,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.8,3.7,Tobacco,12.1,White,Race,1-year,4.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.5,5.3,Tobacco,17.6,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,7.1,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3,4,Tobacco,13,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,5.1,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.7,5.1,Tobacco,13.9,Female,Sex,1-year,6.4,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.9,4.2,Tobacco,15.3,Male,Sex,1-year,5.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.2,4.1,Tobacco,11.3,Heterosexual,Sexual Orientation,1-year,5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,34,"Lesbian, gay or bisexual",Sexual Orientation,1-year,,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),4.2,5.4,Tobacco,10.9,Non Veteran,Veteran Status,1-year,6.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),0.8,1.8,Tobacco,29.9,Veteran,Veteran Status,1-year,2.9,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),4.1,6.2,Tobacco,17,Normal or underweight,Weight Status,1-year,8.2,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.8,3.8,Tobacco,13.5,Overweight or obese,Weight Status,1-year,4.8,2012
State,State,Tried to quit smoking in the past year,54.9,64.5,Tobacco,7.6,Age 18 to 24,Age,1-year,74.1,2012
State,State,Tried to quit smoking in the past year,56.9,63.3,Tobacco,5.2,Age 25 to 34,Age,1-year,69.8,2012
State,State,Tried to quit smoking in the past year,51.6,59.2,Tobacco,6.5,Age 35 to 44,Age,1-year,66.8,2012
State,State,Tried to quit smoking in the past year,50.6,56.6,Tobacco,5.4,Age 45 to 54,Age,1-year,62.6,2012
State,State,Tried to quit smoking in the past year,46.1,51.9,Tobacco,5.7,Age 55 to 64,Age,1-year,57.6,2012
State,State,Tried to quit smoking in the past year,40.5,47,Tobacco,7.1,Age 65 or older,Age,1-year,53.6,2012
State,State,Tried to quit smoking in the past year,51.3,56.9,Tobacco,5.1,"$35,000 to $74,999",Annual Household Income (V1),1-year,62.6,2012
State,State,Tried to quit smoking in the past year,52.1,59.5,Tobacco,6.3,"$75,000 or more",Annual Household Income (V1),1-year,66.9,2012
State,State,Tried to quit smoking in the past year,54.5,58.9,Tobacco,3.8,"Less than $35,000",Annual Household Income (V1),1-year,63.2,2012
State,State,Tried to quit smoking in the past year,50.4,56.2,Tobacco,5.3,"$25,000 to <$50,000",Annual Household Income (V2),1-year,62,2012
State,State,Tried to quit smoking in the past year,47.3,55.6,Tobacco,7.6,"$50,000 to <$75,000",Annual Household Income (V2),1-year,63.9,2012
State,State,Tried to quit smoking in the past year,52.1,59.5,Tobacco,6.3,"$75,000+",Annual Household Income (V2),1-year,66.9,2012
State,State,Tried to quit smoking in the past year,55.6,60.7,Tobacco,4.2,"Less than $25,000",Annual Household Income (V2),1-year,65.7,2012
State,State,Tried to quit smoking in the past year,53.4,57,Tobacco,3.2,Does not have arthritis,Arthritis Status,1-year,60.6,2012
State,State,Tried to quit smoking in the past year,55.1,60.2,Tobacco,4.3,Has arthritis,Arthritis Status,1-year,65.3,2012
State,State,Tried to quit smoking in the past year,59.2,67.2,Tobacco,6.1,Currently has asthma,Asthma Status,1-year,75.2,2012
State,State,Tried to quit smoking in the past year,53.3,56.5,Tobacco,2.9,Does not currently have asthma,Asthma Status,1-year,59.7,2012
State,State,Tried to quit smoking in the past year,53.3,58.8,Tobacco,4.8,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,64.3,2012
State,State,Tried to quit smoking in the past year,55.3,58.8,Tobacco,3.1,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,62.4,2012
State,State,Tried to quit smoking in the past year,57.2,62.4,Tobacco,4.3,Children in household,Children In Household,1-year,67.7,2012
State,State,Tried to quit smoking in the past year,52.1,55.6,Tobacco,3.2,No children in household,Children In Household,1-year,59.2,2012
State,State,Tried to quit smoking in the past year,55.2,58.1,Tobacco,2.6,Current smoker,Current Cigarette Smoking,1-year,61.1,2012
State,State,Tried to quit smoking in the past year,53.6,58.4,Tobacco,4.1,Living with a disability,Disability Status,1-year,63.1,2012
State,State,Tried to quit smoking in the past year,54.4,58.2,Tobacco,3.3,Not living with a disability,Disability Status,1-year,62,2012
State,State,Tried to quit smoking in the past year,55.6,59,Tobacco,3,"Excellent, very good or good health",General Health Status,1-year,62.4,2012
State,State,Tried to quit smoking in the past year,50.5,56.2,Tobacco,5.2,Fair or poor health,General Health Status,1-year,62,2012
State,State,Tried to quit smoking in the past year,51.2,56.6,Tobacco,4.8,Does not have a personal doctor,Has A Personal Doctor,1-year,61.9,2012
State,State,Tried to quit smoking in the past year,55.5,58.9,Tobacco,3,Has personal doctor,Has A Personal Doctor,1-year,62.4,2012
State,State,Tried to quit smoking in the past year,54.3,57.7,Tobacco,3,Has health insurance,Health Care Coverage Status,1-year,61.1,2012
State,State,Tried to quit smoking in the past year,53.8,59.6,Tobacco,5,No health insurance,Health Care Coverage Status,1-year,65.4,2012
State,State,Tried to quit smoking in the past year,54.8,61.2,Tobacco,5.3,College graduate,Level Of Education (Age 25+),1-year,67.5,2012
State,State,Tried to quit smoking in the past year,52.8,57.4,Tobacco,4.1,High graduate or less,Level Of Education (Age 25+),1-year,62.1,2012
State,State,Tried to quit smoking in the past year,51.1,56,Tobacco,4.5,Some college or technical school,Level Of Education (Age 25+),1-year,61,2012
State,State,Tried to quit smoking in the past year,50.6,54.8,Tobacco,4,Owns home,Living Arrangement,1-year,59.1,2012
State,State,Tried to quit smoking in the past year,56.5,60.8,Tobacco,3.6,Rents home,Living Arrangement,1-year,65.1,2012
State,State,Tried to quit smoking in the past year,54.7,58.1,Tobacco,3,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,61.4,2012
State,State,Tried to quit smoking in the past year,53.7,61.1,Tobacco,6.2,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,68.5,2012
State,State,Tried to quit smoking in the past year,57,63.3,Tobacco,5.1,14+ days of poor mental health in the past month,Mental Health Status,1-year,69.6,2012
State,State,Tried to quit smoking in the past year,53.2,56.6,Tobacco,3,<14 days of poor mental health in the past month,Mental Health Status,1-year,59.9,2012
State,State,Tried to quit smoking in the past year,55.2,58.1,Tobacco,2.6,OVERALL,Overall,1-year,61.1,2012
State,State,Tried to quit smoking in the past year,52.5,59.1,Tobacco,5.7,14+ days of poor physical health in the past month,Physical Health Status,1-year,65.6,2012
State,State,Tried to quit smoking in the past year,54.8,58.1,Tobacco,2.9,<14 days of poor physical health in the past month,Physical Health Status,1-year,61.5,2012
State,State,Tried to quit smoking in the past year,33.6,53.3,Tobacco,18.9,American Indian or Alaskan Native,Race,1-year,73.1,2012
State,State,Tried to quit smoking in the past year,50.2,70.9,Tobacco,14.9,Asian,Race,1-year,91.7,2012
State,State,Tried to quit smoking in the past year,47.2,64.4,Tobacco,13.7,Black or African American,Race,1-year,81.7,2012
State,State,Tried to quit smoking in the past year,46.3,58.9,Tobacco,10.9,Hispanic,Race,1-year,71.5,2012
State,State,Tried to quit smoking in the past year,66.1,77.9,Tobacco,7.7,Multiracial,Race,1-year,89.7,2012
State,State,Tried to quit smoking in the past year,69.2,85.4,Tobacco,9.6,Native Hawaiian or other Pacific Islander,Race,1-year,100,2012
State,State,Tried to quit smoking in the past year,34.9,54.3,Tobacco,18.2,Other race,Race,1-year,73.7,2012
State,State,Tried to quit smoking in the past year,52.6,55.8,Tobacco,2.9,White,Race,1-year,59,2012
State,State,Tried to quit smoking in the past year,52.7,57,Tobacco,3.9,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,61.3,2012
State,State,Tried to quit smoking in the past year,54.8,58.9,Tobacco,3.5,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,62.9,2012
State,State,Tried to quit smoking in the past year,54.2,58.3,Tobacco,3.6,Female,Sex,1-year,62.4,2012
State,State,Tried to quit smoking in the past year,53.8,58,Tobacco,3.7,Male,Sex,1-year,62.2,2012
State,State,Tried to quit smoking in the past year,55.4,58.5,Tobacco,2.7,Heterosexual,Sexual Orientation,1-year,61.5,2012
State,State,Tried to quit smoking in the past year,42.3,56,Tobacco,12.5,"Lesbian, gay or bisexual",Sexual Orientation,1-year,69.8,2012
State,State,Tried to quit smoking in the past year,55.8,58.9,Tobacco,2.7,Non Veteran,Veteran Status,1-year,62.1,2012
State,State,Tried to quit smoking in the past year,44.9,52.6,Tobacco,7.5,Veteran,Veteran Status,1-year,60.3,2012
State,State,Tried to quit smoking in the past year,54.3,58.9,Tobacco,4.1,Normal or underweight,Weight Status,1-year,63.6,2012
State,State,Tried to quit smoking in the past year,55,58.8,Tobacco,3.3,Overweight or obese,Weight Status,1-year,62.6,2012
State,State,Anyone smoked in home in the past 30 days,8,10.9,Tobacco,13.8,Age 18 to 24,Age,1-year,13.9,2013
State,State,Anyone smoked in home in the past 30 days,5.5,7.7,Tobacco,14.5,Age 25 to 34,Age,1-year,9.9,2013
State,State,Anyone smoked in home in the past 30 days,3.4,4.9,Tobacco,16.1,Age 35 to 44,Age,1-year,6.4,2013
State,State,Anyone smoked in home in the past 30 days,7.7,9.7,Tobacco,10.3,Age 45 to 54,Age,1-year,11.6,2013
State,State,Anyone smoked in home in the past 30 days,6.3,7.9,Tobacco,10.3,Age 55 to 64,Age,1-year,9.5,2013
State,State,Anyone smoked in home in the past 30 days,3.9,4.8,Tobacco,9.4,Age 65 or older,Age,1-year,5.7,2013
State,State,Anyone smoked in home in the past 30 days,4.8,6.1,Tobacco,10.4,"$35,000 to $74,999",Annual Household Income (V1),1-year,7.3,2013
State,State,Anyone smoked in home in the past 30 days,1.8,2.5,Tobacco,14.2,"$75,000 or more",Annual Household Income (V1),1-year,3.2,2013
State,State,Anyone smoked in home in the past 30 days,11.3,13.1,Tobacco,6.9,"Less than $35,000",Annual Household Income (V1),1-year,14.8,2013
State,State,Anyone smoked in home in the past 30 days,5.7,7.1,Tobacco,10.2,"$25,000 to <$50,000",Annual Household Income (V2),1-year,8.5,2013
State,State,Anyone smoked in home in the past 30 days,4,5.7,Tobacco,15.3,"$50,000 to <$75,000",Annual Household Income (V2),1-year,7.4,2013
State,State,Anyone smoked in home in the past 30 days,1.8,2.5,Tobacco,14.2,"$75,000+",Annual Household Income (V2),1-year,3.2,2013
State,State,Anyone smoked in home in the past 30 days,12.9,15.2,Tobacco,7.7,"Less than $25,000",Annual Household Income (V2),1-year,17.5,2013
State,State,Anyone smoked in home in the past 30 days,6,6.8,Tobacco,6.5,Does not have arthritis,Arthritis Status,1-year,7.7,2013
State,State,Anyone smoked in home in the past 30 days,7.5,8.9,Tobacco,8,Has arthritis,Arthritis Status,1-year,10.3,2013
State,State,Anyone smoked in home in the past 30 days,6.7,9.4,Tobacco,14.6,Currently has asthma,Asthma Status,1-year,12.1,2013
State,State,Anyone smoked in home in the past 30 days,6.4,7.2,Tobacco,5.4,Does not currently have asthma,Asthma Status,1-year,7.9,2013
State,State,Anyone smoked in home in the past 30 days,10.7,13.2,Tobacco,9.3,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,15.6,2013
State,State,Anyone smoked in home in the past 30 days,5.6,6.3,Tobacco,6.1,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,7.1,2013
State,State,Anyone smoked in home in the past 30 days,3.6,4.7,Tobacco,11.7,Children in household,Children In Household,1-year,5.8,2013
State,State,Anyone smoked in home in the past 30 days,7.9,8.9,Tobacco,5.6,No children in household,Children In Household,1-year,9.9,2013
